,Channel Title,Channel Username,ID,Message,Date,Media Path
1474,Dubai in Addis,@dubaiinaddis1,29839,"ኳሊቲ  የአራስ ካልሲ
3ቱን 400 ብር 
0913870090

@KiDu_W",2024-06-20 15:15:03+00:00,photos\@dubaiinaddis1_29839.jpg
1477,Dubai in Addis,@dubaiinaddis1,29836,"ወፍራም እና ምቹ  ማቀፍያ 
ለስጦታም ሆነ ለራስዎ 
ዚፕ ስላለው ከላይ ያለው ጨርቅ  ለብቻው  መታጠብ ይችላል 
2250 ብር 
0913870090

@KiDu_W",2024-06-20 14:32:24+00:00,photos\@dubaiinaddis1_29836.jpg
1478,Dubai in Addis,@dubaiinaddis1,29835,"ወፍራም እና ምቹ  ማቀፍያ 
ለስጦታም ሆነ ለራስዎ 
ዚፕ ስላለው ከላይ ያለው ጨርቅ  ለብቻው  መታጠብ ይችላል 
2250 ብር 
0913870090

@KiDu_W",2024-06-20 14:25:32+00:00,photos\@dubaiinaddis1_29835.jpg
1482,Dubai in Addis,@dubaiinaddis1,29828,"ወፍራም እና ምቹ  ማቀፍያ 
ለስጦታም ሆነ ለራስዎ 
ዚፕ ስላለው ከላይ ያለው ጨርቅ  ለብቻው  መታጠብ ይችላል 
2250 ብር 
0913870090

@KiDu_W",2024-06-20 13:56:18+00:00,photos\@dubaiinaddis1_29828.jpg
1487,Dubai in Addis,@dubaiinaddis1,29823,"Sunnozy 
3 ፒስ
ኮፍያ , ሹራብ , ሱሪ 
ለስጦታም ሆነ ለራስዎ 
ከ አራስ-6 ወር
1950 ብር
0913870090

@KiDu_W",2024-06-20 13:43:31+00:00,photos\@dubaiinaddis1_29823.jpg
1489,Dubai in Addis,@dubaiinaddis1,29821,"Sunnozy 
3 ፒስ
ኮፍያ , ሹራብ , ሱሪ 
ለስጦታም ሆነ ለራስዎ 
ከ አራስ-6 ወር
1950 ብር
0913870090

@KiDu_W",2024-06-20 13:42:46+00:00,photos\@dubaiinaddis1_29821.jpg
1491,Dubai in Addis,@dubaiinaddis1,29819,"Mother’s choice 
3 ፒስ
ኮፍያ , ሹራብ , ሱሪ 
ለስጦታም ሆነ ለራስዎ 
ከ አራስ-6 ወር
1950 ብር
0913870090

@KiDu_W",2024-06-20 13:40:27+00:00,photos\@dubaiinaddis1_29819.jpg
1493,Dubai in Addis,@dubaiinaddis1,29817,"Mother’s choice 
3 ፒስ
ኮፍያ , ሹራብ , ሱሪ 
ለስጦታም ሆነ ለራስዎ 
ከ አራስ-6 ወር
1950 ብር
0913870090

@KiDu_W",2024-06-20 13:40:07+00:00,photos\@dubaiinaddis1_29817.jpg
1495,Dubai in Addis,@dubaiinaddis1,29815,"Mother’s choice 
2 ፒስ
ለስጦታም ሆነ ለራስዎ 
ከ አራስ-6 ወር
1450 ብር
0913870090

@KiDu_W",2024-06-20 13:33:20+00:00,photos\@dubaiinaddis1_29815.jpg
1497,Dubai in Addis,@dubaiinaddis1,29813,"Mother’s choice 
2 ፒስ
ለስጦታም ሆነ ለራስዎ 
ከ አራስ-6 ወር
1450 ብር
0913870090

@KiDu_W",2024-06-20 13:33:12+00:00,photos\@dubaiinaddis1_29813.jpg
1499,Dubai in Addis,@dubaiinaddis1,29811,"Mother’s choice 
2 ፒስ
ለስጦታም ሆነ ለራስዎ 
ከ አራስ-6 ወር
1450 ብር
0913870090

@KiDu_W",2024-06-20 13:33:03+00:00,photos\@dubaiinaddis1_29811.jpg
1501,Dubai in Addis,@dubaiinaddis1,29809,"Mother’s choice 
2 ፒስ
ለስጦታም ሆነ ለራስዎ 
ከ አራስ-6 ወር
1450 ብር
0913870090

@KiDu_W",2024-06-20 13:32:03+00:00,photos\@dubaiinaddis1_29809.jpg
1502,Dubai in Addis,@dubaiinaddis1,29808,"3 ፍሬ  ጀምሱት

ከ 0-3 ወር
ከ 3-6 ወር
ከ 6-9 ወር ሳይዝ አለው 

2000 ብር

0913870090

@KiDu_W",2024-06-20 11:48:10+00:00,photos\@dubaiinaddis1_29808.jpg
1503,Dubai in Addis,@dubaiinaddis1,29807,"3 ፍሬ  ጀምሱት

ከ 0-3 ወር
ከ 3-6 ወር
ከ 6-9 ወር ሳይዝ አለው 

2000 ብር

0913870090

@KiDu_W",2024-06-20 11:47:58+00:00,photos\@dubaiinaddis1_29807.jpg
1504,Dubai in Addis,@dubaiinaddis1,29806,"3 ፍሬ  ጀምሱት

ከ 0-3 ወር
ከ 3-6 ወር
ከ 6-9 ወር ሳይዝ አለው 

2000 ብር

0913870090

@KiDu_W",2024-06-20 11:45:06+00:00,photos\@dubaiinaddis1_29806.jpg
1509,Dubai in Addis,@dubaiinaddis1,29801,"ቦርሳ አሁን  ያለን በነዚህ  ከለሮች  ነው ‼

ትልቅ ሳይዝ  ዘመናዊ  ማዘር ባግ
ሳይዙን መጨመርም መቀነስም የሚቻል 
1500 ብር
0913870090

@KiDu_W",2024-06-20 08:24:37+00:00,photos\@dubaiinaddis1_29801.jpg
1511,Dubai in Addis,@dubaiinaddis1,29799,"ስከርቭ እና ኮፍያ
550 ብር
0913870090

@KiDu_W",2024-06-20 07:59:27+00:00,photos\@dubaiinaddis1_29799.jpg
1512,Dubai in Addis,@dubaiinaddis1,29798,"ዘመናዊ  የልጆች ሶፋ
ልጆች መቀመጥ ከሚጀመሩበት ጊዜ ጀምሮ ወገባቸውን የሚደግፍ እና እንዲጠነክሩ የሚያግዝ
ለልጅዎም ሆነ ለአራስ ወዳጅዎ  የሚጠቅም እቃ

3200 ብር
0913870090

@KiDu_W",2024-06-20 06:44:51+00:00,photos\@dubaiinaddis1_29798.jpg
1513,Dubai in Addis,@dubaiinaddis1,29797,"ለስጦታም ሆነ ለልጅዎ
ለስላሳ እና ምቹ ኮፍያ ያለው ማቀፍያ
1100 ብር
0913870090

@KiDu_W",2024-06-19 11:24:48+00:00,photos\@dubaiinaddis1_29797.jpg
1514,Dubai in Addis,@dubaiinaddis1,29796,"ፍላኔል( የአራስ ልጆች መቀበያ)
4 ፍሬ ( 1 እሽግ)
1000 ብር 
0913870090

@KiDu_W",2024-06-19 11:12:45+00:00,photos\@dubaiinaddis1_29796.jpg
1519,Dubai in Addis,@dubaiinaddis1,29786,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 3-6 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-19 11:03:31+00:00,photos\@dubaiinaddis1_29786.jpg
1524,Dubai in Addis,@dubaiinaddis1,29781,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 0-6 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-19 11:02:05+00:00,photos\@dubaiinaddis1_29781.jpg
1529,Dubai in Addis,@dubaiinaddis1,29776,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 6-9 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-19 11:01:00+00:00,photos\@dubaiinaddis1_29776.jpg
1534,Dubai in Addis,@dubaiinaddis1,29771,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 0-3 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-19 10:59:19+00:00,photos\@dubaiinaddis1_29771.jpg
1539,Dubai in Addis,@dubaiinaddis1,29766,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 3-6 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-19 10:58:36+00:00,photos\@dubaiinaddis1_29766.jpg
1544,Dubai in Addis,@dubaiinaddis1,29761,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 6-9 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-19 10:57:53+00:00,photos\@dubaiinaddis1_29761.jpg
1549,Dubai in Addis,@dubaiinaddis1,29756,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 0-6 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-19 10:57:05+00:00,photos\@dubaiinaddis1_29756.jpg
1554,Dubai in Addis,@dubaiinaddis1,29751,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 0-3 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-19 10:56:16+00:00,photos\@dubaiinaddis1_29751.jpg
1557,Dubai in Addis,@dubaiinaddis1,29748,"8 ፒስ የአራስ ልብስ
ከ0-9 ወር ሳይዝ አለው
1700 ብር
0913870090

@KiDu_W",2024-06-19 09:28:09+00:00,photos\@dubaiinaddis1_29748.jpg
1561,Dubai in Addis,@dubaiinaddis1,29744,"የአልጋ ላይ ማናፈሻ እና ዳይፐር መቀየሪያ
ምቹ እና ለስላሳ 
ፈሳሽ የማያስተላልፍ 
800 ብር 
0913870090

@KiDu_W",2024-06-18 11:23:37+00:00,photos\@dubaiinaddis1_29744.jpg
1565,Dubai in Addis,@dubaiinaddis1,29740,"Chicco የልጆች መያዣ እና ማስተኛ
እስከ 9 ኪሎ መያዝ የሚችል
3200 ብር
0913870090

@KiDu_W",2024-06-18 06:46:41+00:00,photos\@dubaiinaddis1_29740.jpg
1568,Dubai in Addis,@dubaiinaddis1,29737,"ከ አራስ -1 አመት
ጫማዉን አይጨመርም 
1800 ብር
0913870090

@KiDu_W",2024-06-18 06:44:45+00:00,photos\@dubaiinaddis1_29737.jpg
1570,Dubai in Addis,@dubaiinaddis1,29735,"ከ አራስ -1 አመት
1800 ብር
0913870090

@KiDu_W",2024-06-18 06:44:31+00:00,photos\@dubaiinaddis1_29735.jpg
1572,Dubai in Addis,@dubaiinaddis1,29733,"ከ አራስ -1 አመት
ጫማዉን አይጨመርም 
1800 ብር
0913870090

@KiDu_W",2024-06-18 06:44:16+00:00,photos\@dubaiinaddis1_29733.jpg
1574,Dubai in Addis,@dubaiinaddis1,29731,"ከ አራስ -1 አመት
ጫማዉን አይጨመርም 
1800 ብር
0913870090

@KiDu_W",2024-06-18 06:44:09+00:00,photos\@dubaiinaddis1_29731.jpg
1575,Dubai in Addis,@dubaiinaddis1,29730,"3 ፍሬ  ጀምሱት

ከ 0-3 ወር
ከ 3-6 ወር
ከ 6-9 ወር ሳይዝ አለው 

2200 ብር

0913870090

@KiDu_W",2024-06-18 06:33:58+00:00,photos\@dubaiinaddis1_29730.jpg
1576,Dubai in Addis,@dubaiinaddis1,29729,"ለመላው የእስልምና እምነት ተከታይ ደንበኞቼ በሙሉ እንኳን ለ1445ኛው የኢድ አል አደሃ (አረፋ) በዓል አደረሳችሁ!

              ኢድ ሙባረክ!",2024-06-16 04:43:46+00:00,
1578,Dubai in Addis,@dubaiinaddis1,29727,"መቀመጫ  ያለው  የልጆች ማዘያ

2000 ብር

0913870090

@KiDu_W",2024-06-15 14:31:56+00:00,photos\@dubaiinaddis1_29727.jpg
1580,Dubai in Addis,@dubaiinaddis1,29724,"መጠቅለያ እና ኮፍያ
650 ብር
0913870090

@KiDu_W",2024-06-15 13:10:26+00:00,photos\@dubaiinaddis1_29724.jpg
1581,Dubai in Addis,@dubaiinaddis1,29723,"ከ8- 10 አመት 
1200 ብር
0913870090

@KiDu_W",2024-06-15 13:07:42+00:00,photos\@dubaiinaddis1_29723.jpg
1583,Dubai in Addis,@dubaiinaddis1,29721,"ከ6 ወር-1 አመት 
1800 ብር 
0913870090

@KiDu_W",2024-06-15 13:05:06+00:00,photos\@dubaiinaddis1_29721.jpg
1584,Dubai in Addis,@dubaiinaddis1,29720,"ከ 6 ወር-1 አመት
1000 ብር
0913870090

@KiDu_W",2024-06-15 13:01:32+00:00,photos\@dubaiinaddis1_29720.jpg
1585,Dubai in Addis,@dubaiinaddis1,29719,"ከ 6 ወር-1 አመት
1000 ብር
0913870090

@KiDu_W",2024-06-15 12:57:18+00:00,photos\@dubaiinaddis1_29719.jpg
1586,Dubai in Addis,@dubaiinaddis1,29718,"ከ 1-2 አመት እና ከ 2-3 አመት 
1300 ብር
0913870090

@KiDu_W",2024-06-15 12:56:08+00:00,photos\@dubaiinaddis1_29718.jpg
1587,Dubai in Addis,@dubaiinaddis1,29717,"ከ 2-3 አመት
1000 ብር
0913870090

@KiDu_W",2024-06-15 12:48:57+00:00,photos\@dubaiinaddis1_29717.jpg
1588,Dubai in Addis,@dubaiinaddis1,29716,"ከ 1-2 አመት
1000 ብር
0913870090

@KiDu_W",2024-06-15 12:47:45+00:00,photos\@dubaiinaddis1_29716.jpg
1591,Dubai in Addis,@dubaiinaddis1,29713,"ከ 1-2 አመት
1300 ብር
0913870090

@KiDu_W",2024-06-15 12:43:41+00:00,photos\@dubaiinaddis1_29713.jpg
1592,Dubai in Addis,@dubaiinaddis1,29712,ከዚህ በታች የምንለቃቸዉ ቱታዎች ውስን ፍሬ የቀሩ እና ያላቸው ሳይዝ የተፃፈበት ብቻ ነው።,2024-06-15 12:42:23+00:00,
1593,Dubai in Addis,@dubaiinaddis1,29703,"Mastela deluxe multi-functional bassinet
በሶኬት እና በባትሪ የሚሰራ
ከግራ ወደቀኝ እየተንቀሳቀሰ ልጆችን እሹሩሩ እያለ የሚያጫውት የሚያስተኛ
በሪሞት ኮንትሮል መቆጣጠር የሚቻል የራሱ ሪሞት ያለው
የራሱ ሙዚቃዎች ያሉት እንዲሁም
በብሉቱዝ ከስልካችን ጋር አገናኝተን የምንፈልገውን ሙዚቃ ማጫዎት እንችላለን
ዩ ኤስ ቢ ፍላሽም መቀበል ስለሚችል በፍላሽ የፈለግነውን ሙዚቃ ማጫዎት እንችላለን::

12000ብር

0913870090

@KiDu_W",2024-06-14 19:35:08+00:00,photos\@dubaiinaddis1_29703.jpg
1596,Dubai in Addis,@dubaiinaddis1,29700,"Only  baby New born Gift pack 

3 ጡጦ በተለያየ ሳይዝ
125 ML, 260ML,330ML
የጡጦ ማጠብያ  ብሩሽ
ከአፍንጫ ዉስጥ ፈሳሽ ማዉጫ
የእንጀራ እናት
የድድ ማፅጃ

2000ብር

0913870090

@KiDu_W",2024-06-14 19:29:41+00:00,photos\@dubaiinaddis1_29700.jpg
1600,Dubai in Addis,@dubaiinaddis1,29696,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-06-13 14:55:18+00:00,photos\@dubaiinaddis1_29696.jpg
1601,Dubai in Addis,@dubaiinaddis1,29695,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-06-13 14:54:42+00:00,photos\@dubaiinaddis1_29695.jpg
1602,Dubai in Addis,@dubaiinaddis1,29694,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-06-13 14:53:52+00:00,photos\@dubaiinaddis1_29694.jpg
1603,Dubai in Addis,@dubaiinaddis1,29693,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-06-13 14:53:11+00:00,photos\@dubaiinaddis1_29693.jpg
1608,Dubai in Addis,@dubaiinaddis1,29688,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 0-3 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-13 14:28:19+00:00,photos\@dubaiinaddis1_29688.jpg
1609,Dubai in Addis,@dubaiinaddis1,29687,"ኳሊቲ የልጆች መጠጫ
500 ብር
0913870090

@KiDu_W",2024-06-13 14:12:12+00:00,photos\@dubaiinaddis1_29687.jpg
1610,Dubai in Addis,@dubaiinaddis1,29686,"100 % ኮተን 2 ፍሬ  ኮፍያ እና 2 ፍሬ  ጓንት
ከ 0-6 ወር
650 ብር
0913870090

@KiDu_W",2024-06-13 13:45:43+00:00,photos\@dubaiinaddis1_29686.jpg
1611,Dubai in Addis,@dubaiinaddis1,29684,"Swaddle የአራስ ልጆች መጠቅለያ
600 ብር
0913870090

@KiDu_W",2024-06-12 15:05:12+00:00,photos\@dubaiinaddis1_29684.jpg
1613,Dubai in Addis,@dubaiinaddis1,29682,"Swaddle የአራስ ልጆች መጠቅለያ
600 ብር
0913870090

@KiDu_W",2024-06-12 15:03:47+00:00,photos\@dubaiinaddis1_29682.jpg
1615,Dubai in Addis,@dubaiinaddis1,29680,"Swaddle የአራስ ልጆች መጠቅለያ
600 ብር
0913870090

@KiDu_W",2024-06-12 15:02:30+00:00,photos\@dubaiinaddis1_29680.jpg
1617,Dubai in Addis,@dubaiinaddis1,29678,"ፍላኔል( የአራስ ልጆች መቀበያ)
4 ፍሬ ( 1 እሽግ)
1000 ብር 
0913870090

@KiDu_W",2024-06-12 13:23:35+00:00,photos\@dubaiinaddis1_29678.jpg
1622,Dubai in Addis,@dubaiinaddis1,29673,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 0-3 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-12 13:20:24+00:00,photos\@dubaiinaddis1_29673.jpg
1627,Dubai in Addis,@dubaiinaddis1,29668,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 0-3 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-12 13:19:08+00:00,photos\@dubaiinaddis1_29668.jpg
1632,Dubai in Addis,@dubaiinaddis1,29663,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 0-3 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-12 13:17:18+00:00,photos\@dubaiinaddis1_29663.jpg
1634,Dubai in Addis,@dubaiinaddis1,29661,"ቦርጭ ለመቀነስ ፣ የጀርባ ህመምን ለማስታገስ እንዲሁም ቅርፅን ለማስተካከል የሚረዳ ቀበቶ 
850 ብር
0913870090

@KiDu_W",2024-06-12 07:51:19+00:00,photos\@dubaiinaddis1_29661.jpg
1636,Dubai in Addis,@dubaiinaddis1,29659,"በድጋሚ  ገብቷል‼
 ተጣጣፊ የገላ ማጠብያ
ከእስፖንጁ ጋር
ትልቅ ሳይዝ
ሁሉንም በ 3700 ብር ብቻ 


0913870090

@KiDu_W",2024-06-12 07:32:40+00:00,photos\@dubaiinaddis1_29659.jpg
1639,Dubai in Addis,@dubaiinaddis1,29656,"ዘናጭ 3 ፒስ
ጅንስ ጃኬት 
እጅጌ ሙሉ ቲሸርት እና ታይት
ከ1-4 አመት
2500 ብር
0913870090

@KiDu_W",2024-06-11 16:53:00+00:00,photos\@dubaiinaddis1_29656.jpg
1644,Dubai in Addis,@dubaiinaddis1,29651,"ዘናጭ 3 ፒስ
ሌዘር ጃኬት 
እጅጌ ሙሉ ቲሸርት እና ታይት
ከ1-4 አመት
2500 ብር
0913870090

@KiDu_W",2024-06-11 16:52:25+00:00,photos\@dubaiinaddis1_29651.jpg
1645,Dubai in Addis,@dubaiinaddis1,29650,"ኤሌክትሪክ  የጡት ማለብያ
በአንድ ጊዜ ሁለቱንም ጡት ማለብ የሚችል
2500 ብር
0913870090

@KiDu_W",2024-06-11 16:49:55+00:00,photos\@dubaiinaddis1_29650.jpg
1653,Dubai in Addis,@dubaiinaddis1,29642,"የልጆች ልብስ እና አሻንጉሊቶች እንዳይዝረከረኩ ማስቀመጫ   
ተጣጥፎ በቀላሉ መቀመጥ የሚችል  
 ከጠንካራ ማቴሪያል  የተሰራ 
 500 ብር 
 0913870090

@KiDu_W",2024-06-11 07:11:35+00:00,photos\@dubaiinaddis1_29642.jpg
1656,Dubai in Addis,@dubaiinaddis1,29639,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ

ከ6-9 ወር 

1250  ብር


0913870090


@KiDu_W",2024-06-10 17:53:15+00:00,photos\@dubaiinaddis1_29639.jpg
1658,Dubai in Addis,@dubaiinaddis1,29637,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ

ከ6-9 ወር 

1250  ብር


0913870090


@KiDu_W",2024-06-10 17:52:52+00:00,photos\@dubaiinaddis1_29637.jpg
1660,Dubai in Addis,@dubaiinaddis1,29635,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ
ከ0-3 ወር

1250  ብር


0913870090


@KiDu_W",2024-06-10 17:52:04+00:00,photos\@dubaiinaddis1_29635.jpg
1661,Dubai in Addis,@dubaiinaddis1,29634,"ዘመናዊ  የልጆች ሶፋ
ልጆች መቀመጥ ከሚጀመሩበት ጊዜ ጀምሮ ወገባቸውን የሚደግፍ እና እንዲጠነክሩ የሚያግዝ
ለልጅዎም ሆነ ለአራስ ወዳጅዎ  የሚጠቅም እቃ

3200 ብር
0913870090

@KiDu_W",2024-06-10 17:44:58+00:00,photos\@dubaiinaddis1_29634.jpg
1666,Dubai in Addis,@dubaiinaddis1,29629,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
ከ 3-6 ወር
2000 ብር
0913870090


@KiDu_W",2024-06-10 16:02:06+00:00,photos\@dubaiinaddis1_29629.jpg
1667,Dubai in Addis,@dubaiinaddis1,29628,"ኳሊቲ የልጆች  ብርድ ልብስ
1700 ብር
0913870090

@KiDu_W",2024-06-10 15:36:16+00:00,photos\@dubaiinaddis1_29628.jpg
1668,Dubai in Addis,@dubaiinaddis1,29627,"ኳሊቲ የልጆች  ብርድ ልብስ
1700 ብር
0913870090

@KiDu_W",2024-06-10 15:33:34+00:00,photos\@dubaiinaddis1_29627.jpg
1669,Dubai in Addis,@dubaiinaddis1,29626,"ኳሊቲ የልጆች  ብርድ ልብስ
1700 ብር
0913870090

@KiDu_W",2024-06-10 15:27:19+00:00,photos\@dubaiinaddis1_29626.jpg
1670,Dubai in Addis,@dubaiinaddis1,29625,"ኳሊቲ የልጆች  ብርድ ልብስ
1700 ብር
0913870090

@KiDu_W",2024-06-10 15:23:23+00:00,photos\@dubaiinaddis1_29625.jpg
1671,Dubai in Addis,@dubaiinaddis1,29624,"ትልቅ ሳይዝ  ዘመናዊ  ማዘር ባግ
ሳይዙን መጨመርም መቀነስም የሚቻል 
1500 ብር
0913870090

@KiDu_W",2024-06-10 12:58:06+00:00,photos\@dubaiinaddis1_29624.jpg
1672,Dubai in Addis,@dubaiinaddis1,29623,"ሄድ ባንድ እና ካልሲ
500 ብር
0913870090

@KiDu_W",2024-06-09 06:59:07+00:00,photos\@dubaiinaddis1_29623.jpg
1679,Dubai in Addis,@dubaiinaddis1,29616,"ለየት  ያለ ውሃ  የማያሳልፍ እና በሳይዙ ትልቅ ቢብስ (የለሀጭ) 
800 ብር 
0913870090

@KiDu_W",2024-06-09 06:09:34+00:00,photos\@dubaiinaddis1_29616.jpg
1682,Dubai in Addis,@dubaiinaddis1,29613,"ኳሊቲ የልጆች  ስቶኪንግ ታይት
ከ 6ወር-10 አመት 
650 ብር 
0913870090

@KiDu_W",2024-06-07 20:59:21+00:00,photos\@dubaiinaddis1_29613.jpg
1684,Dubai in Addis,@dubaiinaddis1,29611,"ፍላኔል( የአራስ ልጆች መቀበያ)
4 ፍሬ ( 1 እሽግ)
1000 ብር 
0913870090

@KiDu_W",2024-06-07 20:57:31+00:00,photos\@dubaiinaddis1_29611.jpg
1685,Dubai in Addis,@dubaiinaddis1,29610,"3 ፍሬ  ጀምሱት
ከ9-12 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 16:34:13+00:00,photos\@dubaiinaddis1_29610.jpg
1686,Dubai in Addis,@dubaiinaddis1,29609,"3 ፍሬ  ጀምሱት
ከ6-9 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 16:32:34+00:00,photos\@dubaiinaddis1_29609.jpg
1687,Dubai in Addis,@dubaiinaddis1,29608,"3 ፍሬ  ጀምሱት
ከ6-9 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 16:31:07+00:00,photos\@dubaiinaddis1_29608.jpg
1688,Dubai in Addis,@dubaiinaddis1,29607,"3 ፍሬ  ጀምሱት
ከ6-9 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 16:29:04+00:00,photos\@dubaiinaddis1_29607.jpg
1689,Dubai in Addis,@dubaiinaddis1,29606,"3 ፍሬ  ጀምሱት
ከ6-9 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 16:28:52+00:00,photos\@dubaiinaddis1_29606.jpg
1690,Dubai in Addis,@dubaiinaddis1,29605,"3 ፍሬ  ጀምሱት
ከ9-12  ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 16:26:20+00:00,photos\@dubaiinaddis1_29605.jpg
1691,Dubai in Addis,@dubaiinaddis1,29604,"3 ፍሬ  ጀምሱት
ከ6-9 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 16:03:06+00:00,photos\@dubaiinaddis1_29604.jpg
1692,Dubai in Addis,@dubaiinaddis1,29603,"3 ፍሬ  ጀምሱት
ከ6-9 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 16:00:59+00:00,photos\@dubaiinaddis1_29603.jpg
1693,Dubai in Addis,@dubaiinaddis1,29602,"3 ፍሬ  ጀምሱት
ከ6-9 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:59:37+00:00,photos\@dubaiinaddis1_29602.jpg
1694,Dubai in Addis,@dubaiinaddis1,29601,"3 ፍሬ  ጀምሱት
ከ9-12  ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:57:13+00:00,photos\@dubaiinaddis1_29601.jpg
1695,Dubai in Addis,@dubaiinaddis1,29600,"3 ፍሬ  ጀምሱት
ከ9-12  ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:55:09+00:00,photos\@dubaiinaddis1_29600.jpg
1696,Dubai in Addis,@dubaiinaddis1,29599,"3 ፍሬ  ጀምሱት
ከ9-12  ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:52:57+00:00,photos\@dubaiinaddis1_29599.jpg
1697,Dubai in Addis,@dubaiinaddis1,29598,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:43:27+00:00,photos\@dubaiinaddis1_29598.jpg
1698,Dubai in Addis,@dubaiinaddis1,29597,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:41:50+00:00,photos\@dubaiinaddis1_29597.jpg
1699,Dubai in Addis,@dubaiinaddis1,29596,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:39:31+00:00,photos\@dubaiinaddis1_29596.jpg
1700,Dubai in Addis,@dubaiinaddis1,29595,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:38:08+00:00,photos\@dubaiinaddis1_29595.jpg
1701,Dubai in Addis,@dubaiinaddis1,29594,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:35:26+00:00,photos\@dubaiinaddis1_29594.jpg
1702,Dubai in Addis,@dubaiinaddis1,29593,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:34:14+00:00,photos\@dubaiinaddis1_29593.jpg
1703,Dubai in Addis,@dubaiinaddis1,29591,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
2000  ብር

0913870090

@KiDu_W",2024-06-07 15:31:01+00:00,photos\@dubaiinaddis1_29591.jpg
1705,Dubai in Addis,@dubaiinaddis1,29589,"ኳሊቲ 3 ፒስ
ቲሸርት ሄድ ባንድ እና ታይት
ከ6-9 ወር እና ከ9-12 ወር 
1600 ብር
0913870090

@KiDu_W",2024-06-07 15:29:26+00:00,photos\@dubaiinaddis1_29589.jpg
