,Channel Title,Channel Username,ID,Message,Date,Media Path
898,Dubai in Addis,@dubaiinaddis1,30441,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 

2700 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-30 15:11:58+00:00,photos\@dubaiinaddis1_30441.jpg
900,Dubai in Addis,@dubaiinaddis1,30439,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 

2700 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-30 15:11:52+00:00,photos\@dubaiinaddis1_30439.jpg
902,Dubai in Addis,@dubaiinaddis1,30437,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 

2700 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-30 15:11:49+00:00,photos\@dubaiinaddis1_30437.jpg
904,Dubai in Addis,@dubaiinaddis1,30435,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 

2700 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-30 15:11:47+00:00,photos\@dubaiinaddis1_30435.jpg
906,Dubai in Addis,@dubaiinaddis1,30432,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 

2600 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-29 09:42:25+00:00,photos\@dubaiinaddis1_30432.jpg
907,Dubai in Addis,@dubaiinaddis1,30431,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 

2600 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-29 09:42:11+00:00,photos\@dubaiinaddis1_30431.jpg
912,Dubai in Addis,@dubaiinaddis1,30426,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 

2600 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-29 09:32:05+00:00,photos\@dubaiinaddis1_30426.jpg
913,Dubai in Addis,@dubaiinaddis1,30425,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 

2600 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-29 09:21:13+00:00,photos\@dubaiinaddis1_30425.jpg
918,Dubai in Addis,@dubaiinaddis1,30420,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 

2600 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-29 09:15:28+00:00,photos\@dubaiinaddis1_30420.jpg
920,Dubai in Addis,@dubaiinaddis1,30418,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 

2700 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-29 09:07:22+00:00,photos\@dubaiinaddis1_30418.jpg
922,Dubai in Addis,@dubaiinaddis1,30416,"High quality የልጆች ቦርሳ

ለ Grade ተማሪዎች 

2700 ብር

0913870090

ለማዘዝ

@KiDu_W",2024-07-29 09:03:35+00:00,photos\@dubaiinaddis1_30416.jpg
923,Dubai in Addis,@dubaiinaddis1,30415,"ኳሊቲ ቦርሳ ለKG ተማሪዎች 
1500 ብር 

0913870090

ለማዘዝ 

@KiDu_W",2024-07-29 08:57:37+00:00,photos\@dubaiinaddis1_30415.jpg
924,Dubai in Addis,@dubaiinaddis1,30414,"ኳሊቲ ቦርሳ ለKG ተማሪዎች 
1500 ብር 

0913870090

ለማዘዝ 

@KiDu_W",2024-07-29 08:55:38+00:00,photos\@dubaiinaddis1_30414.jpg
925,Dubai in Addis,@dubaiinaddis1,30413,"ኳሊቲ ቦርሳ ለKG ተማሪዎች 
1500 ብር 

0913870090

ለማዘዝ 

@KiDu_W",2024-07-29 08:53:57+00:00,photos\@dubaiinaddis1_30413.jpg
927,Dubai in Addis,@dubaiinaddis1,30411,"ዘመናዊ የልጆች መመገቢያ ( High chair)

12,000 ብር

0913870090

ለማዘዝ 

@KiDu_W",2024-07-28 19:45:29+00:00,photos\@dubaiinaddis1_30411.jpg
929,Dubai in Addis,@dubaiinaddis1,30409,"ተጣጣፊ የገላ ማጠብያ
ከእስፖንጁ ጋር
ትልቅ ሳይዝ
ሁሉንም በ 3700 ብር ብቻ 


0913870090

@KiDu_W",2024-07-28 13:21:28+00:00,photos\@dubaiinaddis1_30409.jpg
930,Dubai in Addis,@dubaiinaddis1,30408,"ዘመናዊ እና ምቹ የልጆች ማቀፍያ
ለስጦታም ሆነ ለራስዎ
1800 ብር 
0913870090

@KiDu_W",2024-07-28 12:04:27+00:00,photos\@dubaiinaddis1_30408.jpg
931,Dubai in Addis,@dubaiinaddis1,30407,"ዘመናዊ  የልጆች ሶፋ
ልጆች መቀመጥ ከሚጀመሩበት ጊዜ ጀምሮ ወገባቸውን የሚደግፍ እና እንዲጠነክሩ የሚያግዝ
ለልጅዎም ሆነ ለአራስ ወዳጅዎ  የሚጠቅም እቃ

3200 ብር
0913870090

@KiDu_W",2024-07-28 09:23:04+00:00,photos\@dubaiinaddis1_30407.jpg
933,Dubai in Addis,@dubaiinaddis1,30405,"100 % ኮተን LONDONY ብራንድ

2 ፍሬ ሱሪ

ከ 9-12 ወር 
ከ 12-18 ወር
ከ 18-24 ወር

900 ብር

0913870090

@KiDu_W",2024-07-28 07:32:15+00:00,photos\@dubaiinaddis1_30405.jpg
934,Dubai in Addis,@dubaiinaddis1,30404,"100 % ኮተን LONDONY ብራንድ

2 ፍሬ ሱሪ

ከ 9-12 ወር 
ከ 12-18 ወር
ከ 18-24 ወር

900 ብር

0913870090

@KiDu_W",2024-07-28 07:31:32+00:00,photos\@dubaiinaddis1_30404.jpg
937,Dubai in Addis,@dubaiinaddis1,30401,"100 % ኮተን LONDONY ብራንድ
2 ፍሬ ሱሪ

ከ 3-6 እና 6-9  ወር

900 ብር

0913870090

@KiDu_W",2024-07-28 07:30:09+00:00,photos\@dubaiinaddis1_30401.jpg
939,Dubai in Addis,@dubaiinaddis1,30399,"100 % ኮተን LONDONY ብራንድ
2 ፍሬ ሱሪ

ከ 3-6 እና 6-9  ወር

900 ብር

0913870090

@KiDu_W",2024-07-28 07:29:08+00:00,photos\@dubaiinaddis1_30399.jpg
940,Dubai in Addis,@dubaiinaddis1,30398,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-07-28 07:28:03+00:00,photos\@dubaiinaddis1_30398.jpg
941,Dubai in Addis,@dubaiinaddis1,30397,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-07-28 07:27:48+00:00,photos\@dubaiinaddis1_30397.jpg
942,Dubai in Addis,@dubaiinaddis1,30396,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-07-28 07:27:28+00:00,photos\@dubaiinaddis1_30396.jpg
943,Dubai in Addis,@dubaiinaddis1,30395,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
2200 ብር

0913870090

@KiDu_W",2024-07-28 07:26:46+00:00,photos\@dubaiinaddis1_30395.jpg
944,Dubai in Addis,@dubaiinaddis1,30394,"ለስጦታም ሆነ ለልጅዎ
ለስላሳ እና ምቹ ኮፍያ ያለው ማቀፍያ
1100 ብር
0913870090

@KiDu_W",2024-07-28 06:52:06+00:00,photos\@dubaiinaddis1_30394.jpg
945,Dubai in Addis,@dubaiinaddis1,30393,"ኳሊቲ  ቦርሳ ለ Grade ተማሪዎች 
1500 ብር
0913870090

@KiDu_W",2024-07-27 16:36:10+00:00,photos\@dubaiinaddis1_30393.jpg
948,Dubai in Addis,@dubaiinaddis1,30390,"2 ፒስ ቦርሳ ለ Grade ተማሪዎች 
1500 ብር
0913870090

@KiDu_W",2024-07-27 16:35:43+00:00,photos\@dubaiinaddis1_30390.jpg
950,Dubai in Addis,@dubaiinaddis1,30388,"2 ፒስ ቦርሳ ለ Grade ተማሪዎች 
1500 ብር
0913870090

@KiDu_W",2024-07-27 16:34:34+00:00,photos\@dubaiinaddis1_30388.jpg
952,Dubai in Addis,@dubaiinaddis1,30386,"3 ፒስ ተጎታች ቦርሳ
5000 ብር 

0913870090


@KiDu_W",2024-07-26 13:08:24+00:00,photos\@dubaiinaddis1_30386.jpg
953,Dubai in Addis,@dubaiinaddis1,30385,"ስትሮ እንዲሁም ማንጠልጠያ ያለው ኳሊቲ የውሀ መያዣ
550 ብር
0913870090

@KiDu_W",2024-07-26 12:47:31+00:00,photos\@dubaiinaddis1_30385.jpg
954,Dubai in Addis,@dubaiinaddis1,30384,"ስትሮ እንዲሁም ማንጠልጠያ ያለው ኳሊቲ የውሀ መያዣ
550 ብር
0913870090

@KiDu_W",2024-07-26 12:47:17+00:00,photos\@dubaiinaddis1_30384.jpg
956,Dubai in Addis,@dubaiinaddis1,30382,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 
2700 ብር
0913870090

@KiDu_W",2024-07-26 12:41:17+00:00,photos\@dubaiinaddis1_30382.jpg
957,Dubai in Addis,@dubaiinaddis1,30381,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 
2700 ብር
0913870090

@KiDu_W",2024-07-26 12:38:54+00:00,photos\@dubaiinaddis1_30381.jpg
959,Dubai in Addis,@dubaiinaddis1,30379,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 
2700 ብር
0913870090

@KiDu_W",2024-07-26 12:37:02+00:00,photos\@dubaiinaddis1_30379.jpg
961,Dubai in Addis,@dubaiinaddis1,30377,"ኳሊቲ የጀማሪ ቦርሳ
1200 ብር 
0913870090

@KiDu_W",2024-07-25 16:05:18+00:00,photos\@dubaiinaddis1_30377.jpg
962,Dubai in Addis,@dubaiinaddis1,30376,"ኳሊቲ የጀማሪ ቦርሳ
1200 ብር 
0913870090

@KiDu_W",2024-07-25 16:04:52+00:00,photos\@dubaiinaddis1_30376.jpg
963,Dubai in Addis,@dubaiinaddis1,30375,"ኳሊቲ የጀማሪ ቦርሳ
1200 ብር 
0913870090

@KiDu_W",2024-07-25 16:04:36+00:00,photos\@dubaiinaddis1_30375.jpg
964,Dubai in Addis,@dubaiinaddis1,30374,"ኳሊቲ የጀማሪ ቦርሳ
1200 ብር 
0913870090

@KiDu_W",2024-07-25 16:04:15+00:00,photos\@dubaiinaddis1_30374.jpg
965,Dubai in Addis,@dubaiinaddis1,30373,"ኳሊቲ የጀማሪ ቦርሳ
1200 ብር 
0913870090

@KiDu_W",2024-07-25 16:03:54+00:00,photos\@dubaiinaddis1_30373.jpg
966,Dubai in Addis,@dubaiinaddis1,30372,"100 % ኮተን 2 ፍሬ  ኮፍያ እና 2 ፍሬ  ጓንት
ከ 0-6 ወር
650 ብር
0913870090

@KiDu_W",2024-07-25 15:48:33+00:00,photos\@dubaiinaddis1_30372.jpg
967,Dubai in Addis,@dubaiinaddis1,30371,"ባለ 3 ፓርቲሽን የምሳ እቃ ከ ውሀ መያዣ እና ሹካ ማንኪያ ጋር
1200 ብር
0913870090

@KiDu_W",2024-07-25 15:09:34+00:00,photos\@dubaiinaddis1_30371.jpg
970,Dubai in Addis,@dubaiinaddis1,30368,"ባለ 3 ፓርቲሽን የምሳ እቃ ከ ውሀ መያዣ እና ሹካ ማንኪያ ጋር
1200 ብር
0913870090

@KiDu_W",2024-07-25 15:06:37+00:00,photos\@dubaiinaddis1_30368.jpg
973,Dubai in Addis,@dubaiinaddis1,30365,"ባለ 3 ፓርቲሽን የምሳ እቃ ከ ውሀ መያዣ እና ሹካ ማንኪያ ጋር
1200 ብር
0913870090

@KiDu_W",2024-07-25 15:02:44+00:00,photos\@dubaiinaddis1_30365.jpg
976,Dubai in Addis,@dubaiinaddis1,30362,"3 የምሳ እቃ ከማንኪያ እና ሹካ ጋር
1100 ብር
0913870090


@KiDu_W",2024-07-25 14:53:50+00:00,photos\@dubaiinaddis1_30362.jpg
981,Dubai in Addis,@dubaiinaddis1,30357,"ባለ 3 ፓርቲሽን የምሳ እቃ ከማንኪያ ጋር
ቶሎ የማያቀዘቅዝ እና ለማፅዳት ምቹ
1500 ብር
0913870090

@KiDu_W",2024-07-25 14:44:00+00:00,photos\@dubaiinaddis1_30357.jpg
986,Dubai in Addis,@dubaiinaddis1,30347,"ባለ 3 ፓርቲሽን የምሳ እቃ ከማንኪያ ጋር
ቶሎ የማያቀዘቅዝ እና ለማፅዳት ምቹ
1500 ብር
0913870090

@KiDu_W",2024-07-25 14:33:56+00:00,photos\@dubaiinaddis1_30347.jpg
990,Dubai in Addis,@dubaiinaddis1,30343,"ባለ 3 ፓርቲሽን የምሳ እቃ ከማንኪያ ጋር
ቶሎ የማያቀዘቅዝ እና ለማፅዳት ምቹ
1500 ብር
0913870090

@KiDu_W",2024-07-25 14:27:10+00:00,photos\@dubaiinaddis1_30343.jpg
991,Dubai in Addis,@dubaiinaddis1,30342,"ዘመናዊ የልጆች የምሳ እቃ
ለ KG እና ለ Grade ተማሪዎች በ 2 አይነት አማራጭ

2600 ብር
0913870090

@KiDu_W",2024-07-24 11:09:19+00:00,photos\@dubaiinaddis1_30342.jpg
993,Dubai in Addis,@dubaiinaddis1,30340,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 
2700 ብር
0913870090

@KiDu_W",2024-07-24 10:18:22+00:00,photos\@dubaiinaddis1_30340.jpg
995,Dubai in Addis,@dubaiinaddis1,30338,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 
2700 ብር
0913870090

@KiDu_W",2024-07-24 10:15:07+00:00,photos\@dubaiinaddis1_30338.jpg
997,Dubai in Addis,@dubaiinaddis1,30336,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 
2700 ብር
0913870090

@KiDu_W",2024-07-24 10:09:38+00:00,photos\@dubaiinaddis1_30336.jpg
999,Dubai in Addis,@dubaiinaddis1,30334,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 
2700 ብር
0913870090

@KiDu_W",2024-07-24 10:05:37+00:00,photos\@dubaiinaddis1_30334.jpg
1001,Dubai in Addis,@dubaiinaddis1,30332,"High quality የልጆች ቦርሳ
ለ Grade ተማሪዎች 
ወፍራም እና ጠንካራ ሸራ እንዲሁም ምቾት ያለው 
2700 ብር
0913870090

@KiDu_W",2024-07-24 10:05:06+00:00,photos\@dubaiinaddis1_30332.jpg
1002,Dubai in Addis,@dubaiinaddis1,30331,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
2200 ብር

0913870090

@KiDu_W",2024-07-24 06:21:32+00:00,photos\@dubaiinaddis1_30331.jpg
1003,Dubai in Addis,@dubaiinaddis1,30330,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
2200 ብር

0913870090

@KiDu_W",2024-07-24 06:21:18+00:00,photos\@dubaiinaddis1_30330.jpg
1005,Dubai in Addis,@dubaiinaddis1,30328,"3 የምሳ እቃ 
1 የውሀ መያዣ እና ማንኪያ ከ ምሳ እቃ ቦርሳ ጋር
2300 ብር 
0913870090

@KiDu_W",2024-07-23 16:30:11+00:00,photos\@dubaiinaddis1_30328.jpg
1007,Dubai in Addis,@dubaiinaddis1,30326,"3 የምሳ እቃ 
1 የውሀ መያዣ እና ማንኪያ ከ ምሳ እቃ ቦርሳ ጋር
2300 ብር 
0913870090

@KiDu_W",2024-07-23 16:26:34+00:00,photos\@dubaiinaddis1_30326.jpg
1011,Dubai in Addis,@dubaiinaddis1,30322,"ሰላም ውድ የ Dubai in Addis ደንበኞቻችን 
ሁሌም እንደሚታወቀዉ እጃችን ላይ ያለን እቃ ብቻ በራሳችን ካሜራ እና ሁላችሁም በለመዳችሁት በዚህ ባክግራውንድ እያነሳን ፖስት በማድረግ በፎቶ ያያችሁት እራሱን እቃ እያመጣንላችሁ በናንተ ዘንድም ታማኝነትን ያገኘንበት ነው።  ሆኖም ከቅርብ ጊዜ ወዲህ ግን የኛን  ተመሳሳይ ባክግራዉንድ በመጠቀም ኳሊቲ የሌለዉ እቃ ማቅረብ እና ቀብድ እየተቀበሉ የሚጠፉ ስለበዙ እና ደንበኞቻችንን ግራ እያጋቡ ስለሆነ  ለመቀየር ተገደናል። 

ከዚህ በኋላ በ አዲስ ባክግራውንድ ሆኖ እንደተለመደዉ እጃችን ላይ ያለዉን እቃ እራሳችን ፎቶ እያነሳን ፖስት የምናደርግ ይሆናል። 

አሁንም የምንጠቀመዉ ስልክ 0913870090 ብቻ ነው‼

አዲስ አበባ ውስጥ ላላችሁ ደንበኞቻችን ምንም አይነት ቅድመ ክፍያ አንቀበልም‼

እራሳችሁን ከአጭበርባሪዎች  ጠብቁ። 

ፎቶ የምትሰርቁ ነጋዴዎችም አድቡ።",2024-07-23 16:15:33+00:00,photos\@dubaiinaddis1_30322.jpg
1012,Dubai in Addis,@dubaiinaddis1,30321,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት
ከ3-6 ወር
2000 ብር
0913870090

@KiDu_W",2024-07-22 12:49:53+00:00,photos\@dubaiinaddis1_30321.jpg
1013,Dubai in Addis,@dubaiinaddis1,30320,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት
ከ0-3 ወር
2000 ብር
0913870090

@KiDu_W",2024-07-22 12:40:28+00:00,photos\@dubaiinaddis1_30320.jpg
1014,Dubai in Addis,@dubaiinaddis1,30319,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት
ከ0-3 ወር
2000 ብር
0913870090

@KiDu_W",2024-07-22 12:19:05+00:00,photos\@dubaiinaddis1_30319.jpg
1015,Dubai in Addis,@dubaiinaddis1,30318,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት
ከ0-3 ወር
2000 ብር
0913870090

@KiDu_W",2024-07-22 12:16:12+00:00,photos\@dubaiinaddis1_30318.jpg
1016,Dubai in Addis,@dubaiinaddis1,30317,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት
ከ0-3 ወር
2000 ብር
0913870090

@KiDu_W",2024-07-22 12:13:04+00:00,photos\@dubaiinaddis1_30317.jpg
1017,Dubai in Addis,@dubaiinaddis1,30316,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት
ከ0-3 ወር
2000 ብር
0913870090

@KiDu_W",2024-07-22 12:13:03+00:00,photos\@dubaiinaddis1_30316.jpg
1018,Dubai in Addis,@dubaiinaddis1,30315,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት
ከ0-3 ወር
2000 ብር
0913870090

@KiDu_W",2024-07-22 12:02:36+00:00,photos\@dubaiinaddis1_30315.jpg
1019,Dubai in Addis,@dubaiinaddis1,30314,"3 ፍሬ  ጀምሱት
ከ3-6  ወር
2200 ብር

0913870090

@KiDu_W",2024-07-22 11:55:30+00:00,photos\@dubaiinaddis1_30314.jpg
1020,Dubai in Addis,@dubaiinaddis1,30313,"3 ፍሬ  ጀምሱት
ከ3-6  ወር
2200 ብር

0913870090

@KiDu_W",2024-07-22 11:53:46+00:00,photos\@dubaiinaddis1_30313.jpg
1021,Dubai in Addis,@dubaiinaddis1,30312,"5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-07-21 13:13:40+00:00,photos\@dubaiinaddis1_30312.jpg
1024,Dubai in Addis,@dubaiinaddis1,30309,"5 ፍሬ 100% ኮተን ኮፍያ
ከ 6 ወር በላይ 
1000 ብር
0913870090

@KiDu_W",2024-07-21 07:02:14+00:00,photos\@dubaiinaddis1_30309.jpg
1029,Dubai in Addis,@dubaiinaddis1,30304,"ወፍራም እና ኳሊቲ ለብርድ የሚሆን
ከ0-1 አመት ከ 6 ወር 
ካልሲው ለብቻው መደረግ ይችላል
1500 ብር
0913870090

@KiDu_W",2024-07-20 15:36:29+00:00,photos\@dubaiinaddis1_30304.jpg
1036,Dubai in Addis,@dubaiinaddis1,30297,"ኳሊቲ 3 ፒስ ቦርሳ
2500 ብር
0913870090

@KiDu_W",2024-07-20 15:20:31+00:00,photos\@dubaiinaddis1_30297.jpg
1039,Dubai in Addis,@dubaiinaddis1,30294,"3ፍሬኮፍያ እና 3 ፍሬ ጓንት
1000 ብር
0913870090

@KiDu_W",2024-07-20 13:04:59+00:00,photos\@dubaiinaddis1_30294.jpg
1041,Dubai in Addis,@dubaiinaddis1,30292,"3 የምሳ እቃ 
1 የውሀ መያዣ እና ማንኪያ ከ ምሳ እቃ ቦርሳ ጋር
2300 ብር 
0913870090

@KiDu_W",2024-07-20 04:48:27+00:00,photos\@dubaiinaddis1_30292.jpg
1042,Dubai in Addis,@dubaiinaddis1,30288,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 09:29:49+00:00,photos\@dubaiinaddis1_30288.jpg
1046,Dubai in Addis,@dubaiinaddis1,30284,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 09:27:20+00:00,photos\@dubaiinaddis1_30284.jpg
1048,Dubai in Addis,@dubaiinaddis1,30282,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 09:15:09+00:00,photos\@dubaiinaddis1_30282.jpg
1052,Dubai in Addis,@dubaiinaddis1,30278,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 09:12:51+00:00,photos\@dubaiinaddis1_30278.jpg
1055,Dubai in Addis,@dubaiinaddis1,30275,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 09:07:14+00:00,photos\@dubaiinaddis1_30275.jpg
1058,Dubai in Addis,@dubaiinaddis1,30272,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ባለ ፓርቲሽን የምሳ እቃ እና 
ማንኪያ እና ሹካ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 09:03:07+00:00,photos\@dubaiinaddis1_30272.jpg
1060,Dubai in Addis,@dubaiinaddis1,30270,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ተደራቢ የምሳ እቃ
የካችአፕ ወይም የማዮኒዝ መቀነሻ እና 
ማንኪያ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 08:49:02+00:00,photos\@dubaiinaddis1_30270.jpg
1065,Dubai in Addis,@dubaiinaddis1,30265,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ተደራቢ የምሳ እቃ
የካችአፕ ወይም የማዮኒዝ መቀነሻ እና 
ማንኪያ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 08:36:10+00:00,photos\@dubaiinaddis1_30265.jpg
1068,Dubai in Addis,@dubaiinaddis1,30262,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ተደራቢ የምሳ እቃ
የካችአፕ ወይም የማዮኒዝ መቀነሻ እና 
ማንኪያ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 08:12:42+00:00,photos\@dubaiinaddis1_30262.jpg
1071,Dubai in Addis,@dubaiinaddis1,30259,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ተደራቢ የምሳ እቃ
የካችአፕ ወይም የማዮኒዝ መቀነሻ እና 
ማንኪያ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 08:04:58+00:00,photos\@dubaiinaddis1_30259.jpg
1072,Dubai in Addis,@dubaiinaddis1,30258,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ተደራቢ የምሳ እቃ
የካችአፕ ወይም የማዮኒዝ መቀነሻ እና 
ማንኪያ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 07:51:21+00:00,photos\@dubaiinaddis1_30258.jpg
1077,Dubai in Addis,@dubaiinaddis1,30253,"ዘመናዊ  የልጆች የምሳ እቃ
ወስጡ ፎይል ጠንካራ ቦርሳ
2 የውሀ መያዣ 
2 ተደራቢ የምሳ እቃ
የካችአፕ ወይም የማዮኒዝ መቀነሻ እና 
ማንኪያ ያለው 
2600 ብር
0913870090

@KiDu_W",2024-07-19 07:45:17+00:00,photos\@dubaiinaddis1_30253.jpg
1078,Dubai in Addis,@dubaiinaddis1,30250,"ኳሊቲ 3 ፒስ ቦርሳ
2500 ብር
0913870090

@KiDu_W",2024-07-18 15:34:30+00:00,photos\@dubaiinaddis1_30250.jpg
1079,Dubai in Addis,@dubaiinaddis1,30249,"ኳሊቲ 3 ፒስ ቦርሳ
2500 ብር
0913870090

@KiDu_W",2024-07-18 12:55:39+00:00,photos\@dubaiinaddis1_30249.jpg
1081,Dubai in Addis,@dubaiinaddis1,30247,"ከላይ ፈር ውስጡ ኮተን ሮምፐር
ከ አራስ- 1 አመት 
1700 ብር 
0913870090

@KiDu_W",2024-07-17 14:23:57+00:00,photos\@dubaiinaddis1_30247.jpg
1082,Dubai in Addis,@dubaiinaddis1,30246,"ከላይ ፈር ውስጡ ኮተን ሮምፐር
ከ አራስ- 1 አመት 
1700 ብር 
0913870090

@KiDu_W",2024-07-17 14:20:45+00:00,photos\@dubaiinaddis1_30246.jpg
